series_id,content_group,domain,am,K,g,omega_len,gt_len,gt_shorter_than_g,chance,oracle_rma,oracle_rra,neg_mass_ratio,rma_relu,rra_relu,nrma_relu,nrra_relu,rma_abs,rra_abs,nrma_abs,nrra_abs
161,cg053,Acceleration,FeatureAblation,17,28,460,232,False,0.5043478260869565,0.9642857142857143,0.978448275862069,0.849804507007082,0.8941957678646274,0.521551724137931,0.8476099746955437,0.036287453553640686,0.8710143441622991,0.8706896551724138,0.7972087698869702,0.7727093050834059
161,cg053,Acceleration,KernelSHAP,17,28,460,232,False,0.5043478260869565,0.9642857142857143,0.978448275862069,0.5149799426639355,0.7346062150469181,0.4525862068965517,0.5006293129311792,-0.10917859119297965,0.7476631201516484,0.7068965517241379,0.5290177224093908,0.4272274488101826
161,cg053,Acceleration,MPNative,17,28,460,232,False,0.5043478260869565,0.9642857142857143,0.978448275862069,0.0,0.890857905961189,0.646551724137931,0.840352773257953,0.29994465965688993,0.890857905961189,0.646551724137931,0.840352773257953,0.29994465965688993
164,cg056,ECG,Random,18,10,179,101,False,0.5642458100558659,0.991089108910891,0.9900990099009901,0.0,0.5079892059292946,0.5247524752475248,-0.13179685443692193,-0.09273931679438888,0.5079892059292946,0.5247524752475248,-0.13179685443692193,-0.09273931679438888
164,cg056,ECG,FeatureAblation,18,10,179,101,False,0.5642458100558659,0.991089108910891,0.9900990099009901,0.032721303177515565,0.9531687696866937,0.6237623762376238,0.91116098266995,0.13975841018314064,0.9497351722910125,0.801980198019802,0.9031168189103417,0.5582543187426939
164,cg056,ECG,KernelSHAP,18,10,179,101,False,0.5642458100558659,0.991089108910891,0.9900990099009901,0.4157097043921748,0.9999999999999997,0.7227722772277227,1.0208762586012512,0.37225613716067013,0.6917325665234354,0.49504950495049505,0.29867344013492325,-0.1624886348876478
164,cg056,ECG,MPNative,18,10,179,101,False,0.5642458100558659,0.991089108910891,0.9900990099009901,0.0,0.9142493548924479,0.5841584158415841,0.8199813509441053,0.046759319392128726,0.9142493548924479,0.5841584158415841,0.8199813509441053,0.046759319392128726
166,cg055,ECG,Random,15,10,147,69,False,0.46938775510204084,0.9637681159420288,0.9710144927536232,0.0,0.4865491506524184,0.4782608695652174,0.03471293948897786,0.017688679245283005,0.4865491506524184,0.4782608695652174,0.03471293948897786,0.017688679245283005
166,cg055,ECG,FeatureAblation,15,10,147,69,False,0.46938775510204084,0.9637681159420288,0.9710144927536232,2.962714068470809e-16,1.0,0.7536231884057971,1.0732874663475922,0.566627358490566,1.0,0.8840579710144928,1.0732874663475922,0.8266509433962265
166,cg055,ECG,KernelSHAP,15,10,147,69,False,0.46938775510204084,0.9637681159420288,0.9710144927536232,0.020275495065182853,0.8226463025085221,0.8260869565217391,0.7145480997794278,0.7110849056603773,0.8060331718033322,0.8260869565217391,0.6809441542728487,0.7110849056603773
